Summary: {Weight} {token}: {words[0:10]}
0.0081633    3 bread          : 麪包, 麵麭, 麺麭
0.0023691    9 husband        : 壻, 婿選び, 姉婿, 妹婿, 婿, 御主人, 内, 主人, 良人
0.0023391    3 convergence    : 輻輳, 輻湊, 収斂
0.0023381    1 fir            : 樅
0.0023071    4 eyelid         : 上瞼, 下瞼, 眼瞼, 瞼
0.0022989    4 channel        : 澪つくし, 澪標, 澪, 海峡
0.0022732    2 infant         : 孩児, 月齢
0.0022307    1 intermittence  : 間歇
0.0022244    1 jabbering      : 鴃舌
0.0022167    2 paddle         : 蹼, 外輪
0.0022053    1 terror         : 震駭
0.0021584   17 steep          : 嶮岨, 峻嶺, 天嶮, 峻嶮, 嶮難, 嶮峻, 嶮しい, 険阻, 昂騰, 高騰, ...
0.0021427    4 dignity        : 矜恃, 矜持, 估券, 沽券
0.0021158   18 light          : 全灯, 軽機, 徒疎か, 薄靄, 収斂, 抉り出す, 仄々, 仄仄, 抉る, 閃光, ...
0.0020932    4 extermination  : 殲滅, 撲滅, 防除, 駆除
0.0020567    9 sexagenary     : 丁亥, 丙子, 丙戌, 丙申, 癸亥, 丙辰, 辛亥, 丙寅, 丙午
0.0020338    5 rose           : 薔薇園, 蔓薔薇, 野薔薇, 薔薇, 長春
0.0020184    2 annihilation   : 殲滅, 全滅
0.0020081    2 isthmus        : 峡部, 地峡
0.0019852   10 mat            : 茣蓙, 蓙, 円坐, 簀巻, 簀巻き, 巻きす, 巻き簀, 巻き簾, 円座, 座敷
0.0019799    1 hedge          : 垣牆
0.0019733    2 pride          : 矜恃, 矜持
0.0019611   40 used           : 茯苓, 鞨鼓, 羯鼓, 喝, 捨て仮名, 楚, 海老錠, 含み綿, 圏点, 呼び鈴, ...
0.0019572    2 groom          : 壻, 婿
0.0019524   24 woman          : 老媼, 媼, 妙齢, 巫女, 領巾, 令嬢, 勝山, 男勝り, だて巻き, 伊達巻, ...
0.0019412    7 bright         : 炳然, 怜悧, 伶俐, 炳乎, 薔薇色, 蒼々, 蒼蒼
0.0019403   12 key            : 鑰, 秘鑰, 秘訣, 捻子, 拾いあげる, 拾い上げる, 惣領, 総領, 秘決, 決め手, ...
0.0019387    2 baby           : 孩児, 野薔薇
0.0019232   17 imperial       : 勅諚, 優諚, 綸言, 剣璽, 奉勅, 舎人, 勅定, 天領, 人長, 勅令, ...
0.0019108    2 soap           : 石鹸, 鹸化
0.0018935   46 time           : 須臾, 以て, 是れ, 謦咳, 折柄, 起き臥し, 刻限, 時刻, 捻り出す, 捻出, ...
0.0018915   29 period         : 先秦, 村掟, 石剣, 似せ絵, 似絵, 捨て札, 捨札, 土倉, 刻, 柄鏡, ...
0.0018826   28 subject        : 掲題, 是れ, 唐絵, 論題, 会わす, 本題, 無題, 文題, 席題, 句題, ...
0.0018772   11 cycle          : 丁亥, 丙子, 丙戌, 丙申, 癸亥, 丙辰, 辛亥, 丙寅, 丙午, 輪廻, ...
0.0018764    1 shock          : 震駭
0.0018683    2 intermittent   : 間歇, 途切れ途切れ
0.0018628    4 barbarian      : 鴃舌, 夷人, 蕃人, 蛮人
0.0018402    1 fertile        : 膏腴
0.0018247    4 divination     : 占筮, 卜筮, 筮竹, 卜定
0.0018175    2 fertility      : 稔性, 膏腴
0.0018059   14 term           : 丁亥, 丙子, 丙戌, 丙申, 癸亥, 丙辰, 辛亥, 丙寅, 丙午, 納会, ...
0.0017513    8 clear          : 炳然, 玲瓏, 清冷, 咳く, 炳乎, 明快, 快晴, 取り除ける
0.0017162    1 apple          : 林檎
0.0017039    4 scorpion       : 蛇蝎, 擬蠍, 蛇蠍, 蠍
0.0016977    1 Spanish        : 鰆
0.0016977    6 proposal       : 該案, 提唱, 提言, 提議, 提案, 採納
0.0016857    2 lance          : 鎗, 槍
0.0016705    2 congestion     : 輻輳, 輻湊
0.0016479    8 prostitute     : 春婦, 提げ重, 勝山, 決まり, 決り, 買春, 素人, 白人
0.0016142   18 umbrella       : 傘袋, 破れ傘, 傘鉾, 傘紙, 差し傘, こうもり傘, コウモリ傘, 蝙蝠傘, 傘立て, 傘屋, ...
0.0016044    3 elderly        : 媼, 老僕, 老人
0.0016003   14 rise           : 將來, 聳える, 暴騰, 昂騰, 高騰, 急騰, 騰落, 反騰, 騰貴, 続騰, ...
0.0015957    3 screening      : 銓衡, 詮衡, 検診
0.0015933    3 hatch          : 艙口, 船艙, 船倉
0.0015912    2 alive          : 生擒, 生禽
0.0015830   12 said           : 該案, 当該, 蒼竜, 蒼龍, 実, 同機, 人だま, 人魂, 人穴, 同人, ...
0.0015674  164 person         : 莟, 生擒, 從う, 面謁, 手ん棒, 手棒, 瘡掻き, 是れ, 捻くれ者, 臥龍, ...
0.0015605    2 scripture      : 偈, 経題
0.0015558    1 hundred        : 垓
0.0015488    1 interment      : 斂葬
0.0015378   37 painting       : 臉譜, 渇筆, 泥絵, 唐絵, 画論, 作り絵, 絵面, はけ塗り, ハケ塗り, 刷毛塗り, ...
0.0015330    2 optical        : 輻輳, 輻湊
0.0015256    2 tantric        : 軍荼利, 勝楽
0.0015251   16 ticket         : ただ券, 当たり籤, 空籤, 通し券, 宝籤, 本券, 入鋏, 舟券, 車券, 半券, ...
0.0015220   14 cough          : 咳止め, 乾咳, 空咳, 鎮咳, 咳く, 咳ばらい, 咳払い, 謦咳, 咳きこむ, 咳き込む, ...
0.0015175    5 nod            : 頷きあう, 頷き合う, 頷く, 頷き, 会釈
0.0015138    2 mange          : 疥癬, 絹莢
0.0015118    3 prohibition    : 禁遏, 結界, 禁令
0.0015078    4 holding        : 聢り, 捧持, 奉持, 奉職
0.0015063    7 blade          : 蹼, 劍, 嶺, 割創, 押さえ棒, 剣身, 剣
0.0015055    3 ban            : 禁遏, 禁令, 解除
0.0015005    1 beseeching     : 請謁
0.0014875    1 scabies        : 疥癬
0.0014857   12 spear          : 鎗, たんぽ槍, 鎌槍, 長槍, 槍玉, 槍持ち, 槍烏賊, 手槍, 竹槍, 毛槍, ...
0.0014784   11 salary         : 俸, 本俸, 減俸, 俸禄, 号俸, 月俸, 俸給, 年俸, 増俸, 固定, ...
0.0014753    1 built          : 聢り
0.0014733    9 working        : 聢り, 校僕, 学僕, 捻出, 実施, 実動, 座付, 座付き, 内職
0.0014665    1 gnu            : 牛羚羊
0.0014665    1 wildebeest     : 牛羚羊
0.0014613   20 land           : 膏腴, 華胥, 海峡, 入り会い, 社領, 葛藤, 水界, 地券, 仏界, 仙界, ...
0.0014565    8 ship           : 艙口, 船艙, 澪, 船倉, 乗り捨てる, 舵輪, 全船, 船内
0.0014541    3 pathetic       : 悲愴, 凄愴, 悽愴
0.0014482   20 old            : 老媼, 皮蛋, 日齢, 蒼竜, 蒼龍, 老齢, 高齢, 今作, 旧領, めぐり会う, ...
0.0014478    1 uncut          : 璞
0.0014462   12 collar         : 衿芯, 衿裏, 衿先, 開衿, 衿元, 衿, 胸倉, 大領, 円領, 領, ...
0.0014447   15 bamboo         : 筌, 筮竹, 占筮, 茶筌, 竹籤, 竹槍, 矢柄, 剣道, 簀巻, 簀巻き, ...
0.0014420   11 tree           : 林檎, 樸, 姫椿, 楚, 蒼竜, 蒼龍, 樹齢, 令法, 実桜, 年輪, ...
0.0014388   34 family         : 鶺鴒, 蚋, 川蜻蛉, 入り婿, 入婿, 槍持ち, 婿取り, 婿入り, 磯目, 全家, ...
0.0014334    7 selection      : 銓衡, 詮衡, 吟味, 用捨, 取捨, 選定, 人選
0.0014312    4 accusation     : 弾劾, 誣言, 誣告, 無実
0.0014299    3 calumny        : 誹譏, 誣言, 誣告
0.0014277    2 penitence      : 懺法, 懺悔
0.0014247   22 emperor        : 恩賚, 綸旨, 捧持, 上疏, 内旨, 勅答, 奏, 拝謁, 内奏, 伝奏, ...
0.0014097    7 traffic        : 輻輳, 輻湊, 蒼, 輪禍, 人買い, 人足, 人通り
0.0014075    7 choice         : 銓衡, 詮衡, 決め打ち, 用捨, 取捨, 辞令, 定番
0.0013999   14 sides          : 鞨鼓, 夾撃, 羯鼓, 挾む, 挟み打ち, 挟み撃ち, 挟む, 挟撃, 巻き狩り, 巻狩, ...
0.0013938    2 parsimony      : 悋嗇, 吝嗇
0.0013933    2 sagacious      : 怜悧, 伶俐
0.0013921    2 sasanqua       : 山椿, 姫椿
0.0013903    9 medium         : 巫覡, 神巫, 女巫, 巫, 巫者, 梓巫女, 媒介, 巫女, 巫子
0.0013888   18 small          : 疋, 廬舎, 野衾, 少領, 捨て仮名, 円匙, 提げ物, 桧葉, 手狭, 竹蜻蛉, ...
0.0013860   46 sword          : 劍, 提げ物, 刀創, 剣形, 魔剣, 大剣, 剣璽, 柄巻, 柄巻き, 聖柄, ...
0.0013855    6 future         : 將來, 薔薇色, 三界, 前途, 超人, 後人
0.0013845   14 sharp          : 怜悧, 伶俐, 暴騰, 昂騰, 高騰, 急騰, 一喝, 険悪, 険, 快刀, ...
0.0013832    2 Alaskan        : 膃肭獣, 膃肭臍
0.0013779    9 long           : 須臾, 楚, 口琴, 焼き麩, 春昼, 長途, 首途, 長巻, 棒引き
0.0013579    2 miserliness    : 悋嗇, 吝嗇
0.0013563    6 bird           : 鶺鴒, 禽, 猛禽, 鳴き真似, 水禽, 足輪
0.0013464    8 knowledge      : 薀蓄, 圏域, 該博, 渇き, 決まる, 案内, 人智, 人知
0.0013452    2 May            : 令和, 令
0.0013414   10 cheek          : 頬肉, 頰っぺた, 頰紅, 頰, 頬っぺ, 猿頬, 頬袋, 頬っぺた, 頬紅, 頬
0.0013314    4 divine         : 恩賚, 稀人, 神剣, 客人
0.0013309   11 audience       : 請謁, 面謁, 謁, 謁する, 謁える, 内謁, 拝謁, 謁見, 会衆, 会見, ...
0.0013299    2 stinginess     : 悋嗇, 吝嗇
0.0013265   12 prisoner       : 獄囚, 擒, 虜囚, 囚徒, 免囚, 俘囚, 男囚, 女囚, 囚われる, 囚人, ...
0.0013223    1 hazel          : 榛
0.0013220    1 gem            : 璞
0.0013196   46 something      : 生擒, 生禽, 捧げ持つ, 抉じ入れる, 欠缺, 発企, 太巻き, 心勝り, 幾ら, 朱塗, ...
0.0013145    4 verse          : 偈, 独吟, 今様, 巻く
0.0013140    4 shaman         : 巫覡, 巫, 寄坐, 憑坐
0.0013118    1 unpolished     : 璞
0.0013093   11 throne         : 伏奏, 疏, 奏薦, 高御座, 奉答, 上奏, 直奏, 帝座, 座所, 玉座, ...
0.0013062    2 budding        : 莟む, 莟
0.0013053    2 catfish        : 鯰, 大鯰
0.0012990   20 face           : 臉譜, 頰, 斜め顔, 面頬, 偃臥, 謁える, 伏臥, 倒れ臥す, 仰臥, 頬, ...
0.0012978   12 species        : 茯苓, 桧葉, 夏茱萸, 似鯉, 黄蜻蛉, 蛇蜻蛉, 昔蜻蛉, 猿頬, 藤袴, 頬白, ...
0.0012942    1 saponification : 鹸化
0.0012920    2 poetic         : 偈, 運座
0.0012825    6 simple         : 疏食, 質樸, 倹素, 素樸, 木訥, 朴訥
0.0012821    8 counter        : 疋, 座繰, 座繰り, 点棒, 題, 機, 勝, 座
0.0012747    4 rural          : 田舍, 田舎言葉, 田舎町, 田舎
0.0012707    2 squirrel       : 野衾, 猿頬
0.0012669    1 millstone      : 舂
0.0012662   49 world          : 浪界, 沈淪, 海界, 顕界, 異界, 楽界, 零落れる, 下界, 閻浮提, 棋界, ...
0.0012521   12 false          : 擬蠍, 誣言, 桧葉, 誣告, 創る, 似而非, 似非, 擬似, 疑似, 無実, ...
0.0012514   13 hold           : 船艙, 捧げ持つ, 捧げる, 挾む, 鼻栓, 含む, 掲げる, 坐る, 船倉, 挟む, ...
0.0012506    2 matting        : 茣蓙, 蓙
0.0012460   10 setting        : 全灯, 首途, 出題, 斜陽, 放念, 設定, 棒組, 棒組み, 定植, 論述
0.0012315   25 area           : 田舍, 商圏, 機場, 圏外, 圏内, 圏, 滲みる, 内帯, 乳輪, 領野, ...
0.0012189    2 diviner        : 巫覡, 巫
0.0012130    2 oracle         : 巫覡, 巫
0.0011992    1 itch           : 疥癬
0.0011984   38 book           : 題簽, 刻本, 経題, 定本, 上下巻, 拾, 傍題, 題意, 中巻, 上巻, ...
0.0011964    2 anchor         : 碇綱, 碇
0.0011943    1 stalking       : 追蹤
0.0011925    2 detestation    : 蛇蝎, 蛇蠍
0.0011925   78 cold           : 饑寒, 清冷, 冷視, 冷点, 冷燻, 冷えピタ, 疏外, 疎々しい, 疎疎しい, 疎外, ...
0.0011903    1 shawm          : 哨吶
0.0011896    1 Abies          : 樅
0.0011845    1 tombstone      : 石碣
0.0011785   14 fruit          : 林檎, 稔る, 鈴なり, 鈴生り, 核果, 実桜, 核, 果柄, 花実, 結実, ...
0.0011777    4 intelligent    : 怜悧, 伶俐, 賢答, 高論
0.0011723    7 countryside    : 田舍, ど田舎, ド田舎, 片田舎, 田舎もん, 田舎者, 田舎
0.0011721    2 shining        : 炳然, 炳乎
0.0011703   20 full           : 全灯, 本俸, 吟味, 皆納, 全納, 月輪, 全速, 満座, 完納, 月の輪, ...
0.0011638    5 egg            : 皮蛋, 鶏蛋, 蛋白, 全卵, 小田巻
0.0011599    2 hourglass      : 鞨鼓, 羯鼓
0.0011563    4 era            : 令和, 昌泰, 天平勝宝, 令
0.0011535   12 cloth          : 疋, 褐, 柄巻, 柄巻き, 頬かぶり, 頬被り, 柄物, 上絵, 押し絵, 押絵, ...
0.0011510   24 water          : 澪つくし, 澪標, 饑饉, 清冷, 水栓, 渇水, 元栓, 水界, 漏刻, 界標, ...
0.0011490    1 mortar         : 舂
0.0011480    2 evident        : 炳然, 炳乎
0.0011422   27 age            : 胎齢, 日齢, 艦齢, 中高齢, 老齢, 高齢, 月齢, 妙齢, 馬齢, 船齢, ...
0.0011398    2 serpent        : 蛇蝎, 蛇蠍
0.0011279    1 gravestone     : 石碣
0.0011253    5 flying         : 野衾, 蟹挟み, 掲揚, 泥除け, 鳥人
0.0011240    6 faltering      : 訥々, 訥訥, 吶々, 吶吶, 淀, 淀み
0.0011222    1 sardine        : 鰮
0.0011186    3 bud            : 莟む, 莟, 零余子
0.0011123    5 censure        : 弾劾, 譏り, 咎める, 咎め, 論難
0.0011045    1 Motacillidae   : 鶺鴒
0.0011043    7 deity          : 軍荼利, 巫者, 奉告, 勝楽, 岩座, 磐座, 納める
0.0011005   25 secret         : 秘鑰, 秘訣, 内旨, 秘剣, 内奏, 忍び会い, 天機, 秘決, 内報, 内聞, ...
0.0010925   22 great          : 薀蓄, 餘り, 滄溟, 大圏, 泰山, 泰斗, 頬白, 倉皇, 蒼惶, 余徳, ...
0.0010845    7 garden         : 薔薇園, 捨て石, 捨石, 庭内, 内池, 内苑, 園内
0.0010790   10 bell           : 銀鈴, 予鈴, 振鈴, 呼び鈴, 呼鈴, 土鈴, 電鈴, 鈴虫, 風鈴, 鈴
0.0010644    1 burial         : 斂葬
0.0010637    7 scissors       : 和鋏, 裁ち鋏, 梳き鋏, 花鋏, 蟹挟み, 握り鋏, 鋏
0.0010633   12 command        : 勅諚, 綸旨, 諚, 令する, 令旨, 軍令, 令, 命令, 勅定, 指令, ...
0.0010630    1 Poria          : 茯苓
0.0010579    7 wise           : 怜悧, 伶俐, 賢答, 実事, 賢人, 哲人, 聖人
0.0010520    1 bumper         : 豊稔
0.0010510    1 opera          : 臉譜
0.0010455    5 clever         : 怜悧, 伶俐, 卓論, 機敏, 才人
0.0010386    2 monument       : 石碣, 除幕
0.0010281    1 ghee           : 醍醐
0.0010275    6 daughter       : 婿選び, 娘核, 嬢核, 婿取り, 令嬢, 一人娘
0.0010272    1 Malus          : 林檎
0.0010269    7 black          : 蚋, 褐, 褐色, 蒼黒い, 蒼, 月の輪, 巻繊
0.0010256    1 basidiomycete  : 茯苓
0.0010245    9 removal        : 欠除, 消除, 除塵, 除毛, 排除, 切除, 除雪, 除去, 解除
0.0010144    5 classical      : 臉譜, 隠し題, 磯城島, 吟, 棒読み
0.0010128    5 gluten         : 車麩, 揚げ麩, 粟麩, 生麩, 焼き麩
0.0010109   15 Buddhist       : 軍荼利, 蓮座, 経題, 法座, 勝楽, 結界, 途, 捨身, 法輪, 法会, ...
0.0010098    2 web            : 蹼, 掲載
0.0010084    2 dreadful       : 凄愴, 悽愴
0.0010081    5 omission       : 欠除, 切り捨て, 切捨て, 斬り捨て, 斬捨て
0.0010055    1 hatchway       : 艙口
0.0010055    8 precipitous    : 峻嶮, 嶮岨, 嶮峻, 嶮しい, 峻険, 険阻, 険峻, 険しい
0.0010009   20 order          : 擬蠍, 勅諚, 從う, 倒叙, 静坐, 下令, 令達, 収拾, 伝令, 令する, ...
0.0010005   44 place          : 天嶮, 和鋏, 嶮岨, 板挾み, 是, 握り鋏, 鼻栓, 天険, 険阻, そもそも論, ...
0.0009997    2 wriggle        : 蠢かす, 蠢く
0.0009994    1 wagtail        : 鶺鴒
0.0009931    8 wheat          : 車麩, 揚げ麩, 粟麩, 生麩, 焼き麩, 麩, 正麩, 春窮
0.0009900    1 translucent    : 玲瓏
0.0009864    1 Simuliidae     : 蚋
0.0009846   13 last           : 仕事納め, 永訣, 是, 納会, 舞い納める, 見納め, 昨春, 今際, 下巻, 聞き納め, ...
0.0009757    1 pursuit        : 追蹤
0.0009727    6 mist           : 雨靄, 薄靄, 夕靄, 靄, 狭霧, 朝靄
0.0009722    4 unsophisticated: 質樸, 素樸, 木訥, 朴訥
0.0009710    4 votive         : 奉灯, 奉燈, 納札, 絵馬
0.0009629    4 northern       : 膃肭獣, 膃肭臍, 毛人, 人手
0.0009626   21 rice           : 石匙, 舂く, 倉稲魂, 生麩, 倉廩, 吟醸, 春窮, 米倉, 内釜, 舎利, ...
0.0009558    4 excluding      : 鶺鴒, 以外, 病気, 病氣
0.0009518    1 gnat           : 蚋
0.0009496   11 servant        : 老僕, 忠僕, 僮僕, 童僕, 従僕, 僕, 公僕, 零れ種, 舎人, 使令, ...
0.0009469   13 report         : 伏奏, 奏, 内奏, 答申, 奏する, 奏す, 奏上, 上奏, 直奏, 奉告, ...
0.0009457    3 javelin        : 鎗, 槍投げ, 手槍
0.0009452    6 harvest        : 豊稔, 稔り, 春窮, 春田, 実り, 実入り
0.0009446   17 truth          : 醍醐, 喝破, 抉る, 捻じ曲げる, 塗り固める, 内実, 諦念, 真実, 信実, 実事, ...
0.0009445    7 region         : 將來, 商圏, 圏外, 圏内, 帰臥, 領域, 界
0.0009433    1 jeering        : 鎗
0.0009387    7 message        : 優諚, 綸旨, 奉書, 答電, 伝奏, 斜め読み, 令旨
0.0009384    9 lock           : 鑰, 蟹挟み, 錠前, 海老錠, 錠, 抉じ開ける, 決める, 内鍵, 解除
0.0009376    1 arraignment    : 弾劾
0.0009376    1 impeachment    : 弾劾
0.0009320   26 paper          : 題簽, 紙相撲, 傘紙, 紙挟み, 塗工, 答案, 奉幣, 奉書, 紙捻, 含み損, ...
0.0009319    1 inducement     : 慫慂
0.0009279    1 bradycardia    : 徐脈
0.0009276   17 machine        : 軽機, 唸り声, 唸声, 実機, 編み機, 紡機, 名機, 愛機, 機銃, 精機, ...
0.0009276    2 flattery       : 諛い, 阿諛
0.0009259    8 speech         : 訥弁, 訥々, 訥訥, 吶々, 吶吶, 口真似, 言論, 人語
0.0009258   10 boundary       : 墻壁, 牆壁, 粒界, 海界, 地界, 水界, 界標, 臨界, 境界, 界
0.0009256   38 good           : 反噬, 令聞, 稔る, 快演, 快投, 快食, 快心, 零れ幸い, 拾い歩き, 通し券, ...
0.0009249    1 chase          : 追蹤
0.0009228    3 drum           : 鞨鼓, 羯鼓, 撲つ
0.0009191    1 wanton         : 饂飩
0.0009180    6 levee          : 石堤, 堤体, 土堤, 堤防, 決壊, 決潰
0.0009097    1 jade           : 玲瓏
0.0009090    2 ringing        : 玲瓏, 振鈴
0.0009088    2 rush           : 茣蓙, 蓙
0.0009076    1 won            : 饂飩
0.0009076    1 ton            : 饂飩
0.0009063   11 cooling        : 徐冷, 放冷, 液冷, 冷却, 冷熱, 水冷, 空冷, 冷房, 冷えこみ, 冷え込み, ...
0.0009029    1 nirvana        : 醍醐
0.0009010    6 free           : ただ券, 奉仕, 放念, 楽座, 暇人, 閑人
0.0009004    1 boon           : 恩賚
0.0008917    2 regret         : 噬臍, 無念
0.0008881    3 recommendation : 慫慂, 奏薦, 提言
0.0008776    2 congenial      : 藹々, 藹藹
0.0008773    4 village        : 村掟, 村内, 村会, 里人
0.0008766    1 conversion     : 鹸化
0.0008758    5 hunger         : 饑寒, 饑餓, 飢渇, 貪る, 渇き
0.0008751    4 luxuriant      : 藹々, 藹藹, 欝蒼, 鬱蒼
0.0008747    1 cable          : 碇綱
0.0008739    6 thirst         : 渇, 渇愛, 口渇, 渇き, 飢渇, 渇く
0.0008734    2 snake          : 蛇蝎, 蛇蠍
0.0008731    3 midway         : 途切らす, 途中, 中途
0.0008728    3 slow           : 徐冷, 徐々, 徐徐
0.0008702    3 suggestion     : 慫慂, 仄めかし, 提案
0.0008662   18 become         : 淀む, 靄る, 捻じれる, 捻れる, 缺ける, 捻くれる, 草臥れる, 田舎びる, 零れる, 似あう, ...
0.0008657    3 lantern        : 奉灯, 奉燈, 提灯
0.0008619    4 stammering     : 訥々, 訥訥, 吶々, 吶吶
0.0008572    3 bitter         : 噬臍, 捻くれる, 痛棒
0.0008567    4 ultimate       : 醍醐, 如実, 勝義, 実相
0.0008565    3 silverberry    : 秋茱萸, 夏茱萸, 茱萸
0.0008551    4 sinking        : 沈淪, 座繰, 座繰り, 提げ
0.0008538    1 persuasion     : 慫慂
0.0008518    1 dumpling       : 饂飩
0.0008516    5 cypress        : 桧葉, 桧, 桧木, 桧皮, 桧扇
0.0008507    9 bearing        : 題簽, 捧持, 奉持, 絵踏み, 極似, 酷似, 結実, 踏み絵, 踏絵
0.0008506   72 people         : 蛋民, 蠢動, 鈴なり, 鈴生り, 鼎坐, 蒼氓, 蒼生, 余所目, 結界, 片棒, ...
0.0008493    2 unlocking      : 開錠, 解錠
0.0008388    9 giving         : 將來, 冷視, 疏外, 疎外, 下令, 断念, 専念, 捨て身, 使令
0.0008372    8 embankment     : 石堤, 土堤, 堤塘, 堤防, 堤, 築堤, 決壊, 決潰
0.0008363    2 vegetation     : 藹々, 藹藹
0.0008350    1 pasted         : 題簽
0.0008340    7 search         : 婿選び, 詮索, 検身, 吟行, 検索, 人探し, 全数
0.0008327    7 slip           : 題簽, 御籤, 神籤, 斜路, 差し挟む, 輪縄, 馬券
0.0008319    8 protection     : 恩賚, 埃除け, 防除, 火除け, 泥除け, 毒除け, 弾除け, 除け
0.0008294    3 oleaster       : 秋茱萸, 夏茱萸, 茱萸
0.0008283    2 causing        : 將來, 病害虫
0.0008276    2 scad           : 室鰺, 鰺
0.0008238    2 libel          : 誹譏, 譏る
0.0008226    7 harbour        : 湊, 挾む, 差し挟む, 含む, 挟む, 内港, 港内
0.0008207    4 halting        : 訥々, 訥訥, 吶々, 吶吶
0.0008129    3 pillar         : 国礎, 心礎, 人柱
0.0008089    6 mustard        : 芥子油, 白芥子, 芥子菜, 洋芥子, 芥子色, 芥子泥
0.0008071    5 ideal          : 華胥, 輪宝, 掲げる, 理念, 超人
0.0008046   22 country        : 華胥, 田舎暮らし, 田舎っぺ, 田舎侍, 田舎娘, 疎開, 田舎家, 片田舎, 田舎道, 田舎町, ...
0.0008041    1 nap            : 華胥
0.0008040   17 cut            : 車麩, 罰俸, 減俸, 抉り出す, 刀創, 抉り取る, 切創, 創, 切り捨てる, 切捨てる, ...
0.0008026    7 medicine       : 茯苓, 咳止め, 労咳, 枳実, 途, 熱冷まし, 内科
0.0008007    3 Elaeagnus      : 秋茱萸, 夏茱萸, 茱萸
0.0008005    4 precedent      : 前蹤, 先蹤, 定例, 実例
0.0007988    9 effect         : 聳やかす, 渇筆, 詮, 効験, 余効, 手答え, 病弊, 実質, 実効
0.0007972    1 sleeve         : 袂
0.0007962   22 business       : 仕事納め, 商圏, 企てる, 挫折, 企業, 提挈, 提携, 政財界, 業界, 創める, ...
0.0007955    2 fashionable    : 今い, 今めかしい
0.0007946    3 immorality     : 破倫, 乱倫, 不倫
0.0007858    9 honest         : 質樸, 木訥, 朴訥, 貞実, 摯実, 忠実やか, 実直, 誠実, 全う
0.0007856    1 fortunetelling : 卜筮
0.0007851    2 brace          : 頰杖, 頬杖
0.0007841    1 erudition      : 薀蓄
0.0007839    2 harmonious     : 藹々, 藹藹
0.0007830    7 japonica       : 秦皮, 榛の木, 雪椿, 春楡, 藪椿, 椿, 実葛
0.0007797    2 afternoon      : 華胥, 先勝
0.0007796    1 denunciation   : 弾劾
0.0007760    6 shears         : 裁ち鋏, 梳き鋏, 握り鋏, 木鋏, 金鋏, 鋏
0.0007754   12 top            : 檣頭, 檣楼, 嶺, 禅定, 金棒, 鉄棒, 揚巻, 幕の内, 幕内, 王座, ...
0.0007750    1 legumen        : 莢豆
0.0007731   21 answer         : 愚答, 答案, 直答, 答, 答え, 名答, 賢答, 口答, 明答, 返答, ...
0.0007683    5 chanting       : 懺法, 吟, 唱題, 吟詠, 感吟
0.0007647    4 soil           : 膏腴, 撲つ, 内地, 人糞
0.0007644    2 interrupt      : 途切らす, 差し挟む
0.0007606    4 manservant     : 奴僕, 下僕, 家僕, 僕
0.0007602    2 brilliant      : 玲瓏, 快挙
0.0007584    4 gun            : 軽機, 砲座, 機銃, 重機
0.0007536   34 body           : 堤体, 遺骸, 形骸, 亡骸, 骸, 臥位, 屍骸, 死骸, 打撲, 検屍, ...
