order,element,is_kanji,is_kangxi_radical,pruned_kanji_count,new_kanji_count,cumulative_covered,remaining_kanji,kanji_1,kanji_2,kanji_3,kanji_4,kanji_5,kanji_6,kanji_7,kanji_8,kanji_9,kanji_10,kanji_11,kanji_12,kanji_13,kanji_14,kanji_15,kanji_16,kanji_17,kanji_18,kanji_19,kanji_20,kanji_21,kanji_22,kanji_23,kanji_24,kanji_25,kanji_26,kanji_27,kanji_28,kanji_29,kanji_30,kanji_31,kanji_32,kanji_33,kanji_34,kanji_35,kanji_36,kanji_37,kanji_38,kanji_39,kanji_40,kanji_41,kanji_42,kanji_43,kanji_44,kanji_45,kanji_46,kanji_47,kanji_48,kanji_49,kanji_50,kanji_51,kanji_52,kanji_53,kanji_54,kanji_55,kanji_56,kanji_57,kanji_58,kanji_59,kanji_60,kanji_61,kanji_62,kanji_63,kanji_64,kanji_65,kanji_66,kanji_67,kanji_68,kanji_69,kanji_70,kanji_71,kanji_72
191,舟,True,True,30,24,4516,2015,舩,航,艀,舳,艪,艤,舟,舵,舮,舷,艝,艢,般,搬,磐,舶,艟,艇,瘢,船,舫,舸,盤,槃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,表,True,False,1,1,4517,2014,俵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,毎,True,False,11,11,4528,2003,敏,繁,誨,晦,塰,海,毓,莓,梅,悔,侮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,谷,True,True,22,19,4547,1984,峪,卻,欲,浴,郤,谷,熔,溶,慾,俗,容,榕,硲,穃,谿,蓉,豁,鎔,裕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,辶,True,False,67,42,4589,1942,邀,迥,嗹,遯,燵,辷,縺,闥,迺,遨,慥,撻,逧,遑,鏈,遘,隧,遒,遶,逎,逖,迢,篷,逡,逞,邏,鎹,邊,褪,逶,逵,辶,迚,邉,暹,逹,遉,迴,靆,逍,迯,逋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,不,True,False,11,11,4600,1931,抔,罘,丕,歪,否,坏,胚,盃,杯,不,痞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,虍,True,True,49,40,4640,1891,琥,嘘,顱,虚,彪,噓,虔,廬,櫨,爐,墟,鱸,鑪,豦,劇,遞,遽,醵,慮,膚,虍,虒,虎,驢,處,據,虜,盧,歔,艫,瀘,鑢,鯱,轤,褫,蘆,濾,戯,臚,戲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,角,True,True,19,16,4656,1875,鵤,埆,桷,触,邂,觸,觝,觧,懈,廨,觜,蠏,角,觴,解,蟹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,亦,True,False,9,9,4665,1866,亦,迹,奕,弯,蛮,恋,跡,湾,変,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,飠,True,True,13,10,4675,1856,飯,飢,飽,飲,飴,飠,餌,飾,蝕,餓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,以,True,False,3,3,4678,1853,似,以,苡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,具,True,False,15,14,4692,1839,槙,鷏,具,慎,巓,真,塡,俱,顚,鎮,顛,填,倶,惧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,良,True,False,15,15,4707,1824,琅,瑯,浪,踉,郎,榔,朖,粮,莨,朗,娘,廊,良,狼,螂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,⺦,False,False,9,9,4716,1815,将,壮,醤,装,寝,状,奨,蒋,荘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,辰,True,True,20,20,4736,1795,褥,振,農,震,辱,蓐,娠,蜃,膿,縟,辰,儂,宸,脣,溽,晨,耨,唇,賑,濃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,禸,True,True,24,23,4759,1772,藕,邁,糲,勵,隅,璃,擒,萬,檎,禽,禺,寓,魑,愚,蠣,礪,籬,癘,遇,禸,離,偶,嵎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,来,True,False,2,2,4761,1770,莱,来,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,半,True,False,9,9,4770,1761,胖,伴,判,拌,袢,畔,半,絆,叛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,余,True,False,14,12,4782,1749,塗,蜍,余,徐,敍,叙,除,荼,敘,途,畭,涂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,斗,True,True,13,12,4794,1737,斜,魁,萪,科,斛,蝌,抖,斗,斟,蚪,料,槲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,平,True,False,10,10,4804,1727,平,萍,鮃,泙,秤,評,坪,怦,苹,岼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,韋,True,True,11,10,4814,1717,違,葦,圍,韓,緯,諱,幃,韋,偉,衛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,身,True,True,13,11,4825,1706,軅,謝,軆,躰,躬,躾,躯,射,軈,身,窮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,巴,True,False,2,1,4826,1705,巴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,官,True,False,7,7,4833,1698,綰,館,管,官,棺,舘,菅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,丂,True,False,6,6,4839,1692,考,丂,雩,犧,曦,巧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,祭,True,False,5,5,4844,1687,祭,蔡,擦,際,察,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,夬,True,False,10,9,4853,1678,快,決,訣,袂,抉,鴃,决,夬,刔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,民,True,False,8,8,4861,1670,罠,民,泯,緡,眠,氓,岷,愍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,㐄,False,False,18,16,4877,1654,舜,鱗,粦,蕣,憐,磔,舛,夅,降,鄰,傑,瞬,桝,桀,隣,燐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,先,True,False,9,9,4886,1645,筅,先,贊,鑽,跣,洗,銑,濳,讚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,央,True,False,12,11,4897,1634,暎,瑛,鴦,映,央,英,霙,怏,秧,泱,殃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,真,True,False,1,1,4898,1633,癲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,面,True,True,7,7,4905,1626,湎,靦,麺,緬,靤,面,靨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,求,True,False,6,5,4910,1621,求,救,裘,球,逑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,考,True,False,2,2,4912,1619,拷,栲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,曽,True,False,7,6,4918,1613,僧,噌,層,憎,贈,増,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,無,True,False,6,6,4924,1607,撫,憮,廡,嘸,蕪,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,革,True,True,35,32,4956,1575,革,靱,鞁,靼,鞄,鞋,鞦,鞳,靹,鞍,鞘,靫,覊,靴,鞴,鞜,羇,鞐,羈,鞅,鞆,霸,鞣,覇,靭,韃,韈,鞫,鞠,勒,鞏,韆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,専,True,False,1,1,4957,1574,専,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,有,True,False,13,12,4969,1562,堕,有,賄,肴,陏,淆,鮪,郁,随,宥,侑,囿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,劵,True,False,4,4,4973,1558,椦,勝,藤,劵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,卯,True,False,21,20,4993,1538,貿,霤,劉,鉚,昴,孵,柳,瑠,籀,聊,留,瘤,卵,榴,鰡,卯,嚠,茆,瀏,溜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,食,True,True,10,7,5000,1531,養,食,瀁,鱶,癢,喰,餐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,咼,True,False,9,9,5009,1522,過,咼,禍,渦,堝,萵,窩,蝸,鍋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,乃,True,False,15,15,5024,1507,盈,銹,乃,携,孕,朶,秀,莠,綉,誘,楹,躱,隽,仍,透,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,楽,True,False,3,3,5027,1504,薬,檪,楽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,北,True,False,12,12,5039,1492,背,嚥,臙,驥,埀,乘,剩,冀,北,讌,乖,燕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,而,True,True,23,23,5062,1469,粫,瑞,耑,糯,繻,濡,需,懦,嬬,湍,襦,轜,臑,端,揣,喘,蠕,猯,孺,而,惴,耐,儒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,及,True,False,1,1,5063,1468,岌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,在,True,False,2,2,5065,1466,恠,在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,右,True,False,9,9,5074,1457,慝,右,醢,佑,諾,惹,若,祐,匿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,𧘇,False,False,13,0,5074,1457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,百,True,False,16,14,5088,1443,鏥,戞,弼,擾,優,栢,憂,佰,竡,宿,縮,陌,蓿,粨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,兆,True,False,12,12,5100,1431,銚,誂,姚,逃,跳,桃,眺,挑,窕,兆,晁,佻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,𠔉,True,False,4,4,5104,1427,圏,巻,券,𠔉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,斉,True,True,5,5,5109,1422,剤,緕,済,斉,斎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,県,True,False,4,4,5113,1418,縣,懸,纛,県,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,監,True,False,10,10,5123,1408,襤,籃,繿,艦,鑑,濫,儖,監,檻,藍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,啇,True,False,8,8,5131,1400,滴,鏑,啇,嫡,謫,適,敵,摘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,円,True,False,1,1,5132,1399,円,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,更,True,False,7,7,5139,1392,硬,峺,哽,便,梗,鞭,粳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,司,True,False,8,8,5147,1384,飼,詞,司,伺,覗,嗣,笥,祠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,象,True,False,4,4,5151,1380,象,像,橡,豫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,電,True,False,1,1,5152,1379,電,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,風,True,True,12,12,5164,1367,飄,颪,風,飃,楓,颯,諷,嵐,瘋,飆,颱,颶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,免,True,False,17,17,5181,1350,輓,毚,逸,悗,巉,兔,免,冤,晩,俛,寃,娩,菟,挽,勉,冕,讒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,与,True,False,2,2,5183,1348,写,与,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,⻞,False,False,25,21,5204,1327,饂,餽,饅,饌,饐,餬,餞,餝,餒,飮,餔,餃,餾,饒,餤,飫,飩,餘,饑,餉,飭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,臼,True,True,46,39,5243,1288,滔,臿,閻,舀,舂,寫,鑿,瀉,倪,冩,陷,韜,焰,睨,舁,舊,臼,艘,兒,啗,諛,潟,毀,猊,臽,蹈,餡,舅,鯢,插,歃,搜,燬,諂,稻,叟,霓,舄,嫂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,亥,True,False,10,9,5252,1279,駭,核,垓,該,刻,咳,孩,劾,亥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,友,True,False,10,3,5255,1276,髪,友,抜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,兼,True,False,11,11,5266,1265,賺,廉,歉,濂,簾,慊,謙,嫌,蒹,兼,鎌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,布,True,False,8,8,5274,1257,晞,欷,布,稀,希,唏,鯑,怖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,朱,True,False,9,9,5283,1248,誅,珠,洙,茱,銖,殊,蛛,侏,株,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,曷,True,False,9,9,5292,1239,蝎,遏,歇,竭,偈,蠍,羯,鞨,碣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,毛,True,True,18,17,5309,1222,毛,梶,耗,橇,麾,毳,竓,髦,尾,毟,毫,耄,毬,氈,旄,毯,粍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,缶,True,True,28,26,5335,1196,瑤,淘,罐,罌,遥,綯,瑶,缸,寶,遙,缶,萄,罍,陶,缺,掏,鷂,謠,罎,搖,謡,䍃,匋,窰,揺,徭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,骨,True,True,16,14,5349,1182,榾,體,猾,骨,骼,磆,骭,髄,髀,鶻,髑,骰,骸,滑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,昔,True,False,9,9,5358,1173,昔,惜,措,藉,借,錯,鵲,醋,籍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,尞,True,False,12,12,5370,1161,瞭,遼,寮,療,尞,鷯,撩,潦,繚,燎,僚,鐐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,爰,True,False,7,7,5377,1154,爰,煖,媛,援,湲,暖,緩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,电,False,False,13,13,5390,1141,亀,淹,穐,縄,掩,俺,庵,罨,閹,菴,蝿,奄,竃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,鹿,True,True,19,14,5404,1127,麕,漉,鏖,麑,麁,麓,麈,麝,麋,麟,麒,轆,鹿,塵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,丰,True,False,5,3,5407,1124,豐,艷,挈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,岡,True,False,6,6,5413,1118,崗,鋼,棡,綱,剛,岡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,彑,True,True,20,20,5433,1098,互,剝,沍,椽,掾,祿,彜,彝,櫞,恆,喙,碌,彖,亙,彙,冱,蠡,彑,篆,剥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,南,True,False,5,5,5438,1093,南,喃,献,遖,楠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,巛,True,True,35,27,5465,1066,逕,癰,巛,脛,鯔,災,勁,輕,錙,甾,拶,樔,緇,勦,頸,痙,莖,剿,廱,輜,徑,巡,巢,巠,經,雝,剄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,権,True,False,1,1,5466,1065,権,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,倉,True,False,11,11,5477,1054,滄,蒼,槍,蹌,搶,愴,鎗,瘡,倉,艙,創,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,貴,True,False,8,8,5485,1046,匱,櫃,饋,遺,貴,瞶,簣,潰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,並,True,False,2,2,5487,1044,譜,椪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,𠂤,True,False,6,6,5493,1038,追,埠,阜,縋,𠂤,槌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,左,True,False,10,10,5503,1028,左,隨,楕,佐,髓,惰,墮,隋,膸,橢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,并,True,False,13,12,5515,1016,屏,絣,併,迸,胼,并,駢,剏,餠,塀,垪,餅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,万,True,False,6,6,5521,1010,杤,万,栃,蛎,励,砺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,夜,True,False,5,5,5526,1005,夜,液,腋,鵺,掖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,龷,False,False,2,2,5528,1003,横,黄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,升,True,False,2,0,5528,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,臣,True,True,29,18,5546,985,臓,熈,臥,慳,宦,緊,鰹,蔵,臣,豎,鏗,賢,姫,腎,樫,臨,竪,堅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,美,True,False,1,1,5547,984,美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,巨,True,False,9,9,5556,975,苣,鉅,秬,渠,炬,距,矩,拒,巨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,牙,True,True,10,10,5566,965,牙,冴,呀,訝,邪,谺,芽,穿,雅,鴉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,片,True,True,6,6,5572,959,版,牘,片,牋,牒,牌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,血,True,True,6,4,5576,955,恤,洫,血,衂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,⺷,False,True,1,1,5577,954,羲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,乗,True,False,2,2,5579,952,乗,剰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,午,True,False,8,8,5587,944,卸,許,忤,禦,杵,御,滸,啣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,声,True,False,6,6,5593,938,声,磬,聲,殸,馨,謦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,四,True,False,1,1,5594,937,𧶠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,亜,True,False,4,4,5598,933,悪,壷,亜,唖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,赤,True,True,7,6,5604,927,赫,螫,赦,赭,赤,嚇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,龍,True,True,12,12,5616,915,聾,籠,朧,蘢,寵,壟,瀧,襲,龕,瓏,龍,隴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,垂,True,False,8,8,5624,907,陲,垂,唾,錘,捶,埵,睡,郵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,母,True,True,6,6,5630,901,栂,苺,姆,袰,母,拇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,帝,True,False,8,8,5638,893,啻,蒂,諦,締,啼,楴,蹄,帝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,段,True,False,5,5,5643,888,緞,葮,椴,鍛,段,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,𠂢,True,False,3,3,5646,885,脈,𠂢,派,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,瓦,True,True,19,17,5663,868,甃,甓,瓲,瓸,甑,瓷,瓧,瓰,甅,瓮,瓱,甍,甄,瓩,甌,瓶,瓦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,睘,True,False,7,7,5670,861,寰,睘,還,圜,鬟,鐶,環,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,郷,True,False,4,4,5674,857,嚮,饗,響,郷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,追,True,False,1,1,5675,856,鎚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
